Comentario,Aspecto,Polaridad
el flujo base y el alterno se aplican correctamente por lo que hay una facil comprension,flujo,2
los flujos de control se aplican correctamente en el diagrama de actividad requerido,flujos,2
no tiene nombre el diagrama tiene tres carriles por lo cual es un poco confuso de comprender con dos carriles seria mejor su comprension,nombre,0
el nodo inicial y nodo final si esta bien colocado en su carril respectivo,nodo,2
no se distingue el flujo base o el flujo alterno ya que en la decision no tiene colocado el si o el no,flujo,0
si aplican el fujo de control y flujo de decision en la parte que se requirio,fujo,2
no existe un nombre para el diagrama de actividad la distribucion de los carriles es adecuada genera un poco de confusion al incorporar objetos como la interfaz y la base de datos lo cual debia ser tomado como un sistema de forma general,nombre,1
el nodo inicial y el nodo final estan bien ubicados es facil distinguir el nodo inicial y el nodo final dentro del diagrama sin generar alguna confusion,nodo,2
el flujo normal y el flujo alterno del diagrama de actividad se encuentra adecuadamente detallado no es muy claro pero se puede entender los flujos concuerdan con la funcionalidades del proceso en cuestion,flujo,1
se encuentra especificado de forma adecuada el flujo de control y el control de decision en el flujo de decision no es muy claro cual es flujo normal y alternativo pero se puede entender despues de analizarlo,forma,1
no consta con nombre el diagrama el carril base de datos no se debe de colocar,nombre,0
se comprenden cual es el inicio y final de los procesos que se ejecutan,inicio,2
los flujos estan representados de manera correcta de acuerdo al caso de uso,flujos,2
los flujos de control estan colocados donde se necesitan y son requeridos,flujos,2
el diagrama pose una distribucion correcta con los  carriles y tiene un nombre adecuado,diagrama,2
el diagrama posee los nodos de inicio y de fin lo cual ayuda a comprender el ejercicio,diagrama,2
los flujos de base y el flujo alterno estan bien desarrollados y cumple con los requerimientos del sistema,flujos,2
el diagrama tiene los flujos de control de una manera correcta,diagrama,2
el diagrama no posee un nombre los carriles no estan bien colocado la distribucion no es ordenada por lo cual es dificil entenderlo,diagrama,0
la colocacion de los nodos es adecuada pero al no estar bien elaborado es dificil entender la estructura,colocacion,1
el flujo base y flujo alterno representado no posee una sintaxis adecuada ya que el problema viene desde los casos de uso no es posible darle un entendimiento completo,flujo,0
no posee un control de decision adecuado pero el flujo de control que especifican en las funcionalidades esta correcto,control,1
solo el canal de actor cliente es correcto los actores interfaz y base de datos se pueden unir en un solo actor por ejemplo sistema ya que logicamente una base de datos no puede hacer una validacion por si misma a menos que se programe un trigger en la base de datos pero seria mucho mejor realizar una validacion en el software mismo,canal,0
los nodos de inicio y final representan de manera suficiente el inicio y el final de los procesos se puede mencionar que es discutible que el nodo de final se puede terminar en el canal de interfaz,inicio,2
el flujo normal es apenas suficiente para representar las funcionalidades del sistema el flujo alterno se presenta de forma mas correcta que el flujo normal los nombres de las actividades no representan completamente todas las actividades del proceso,flujo,0
el flujo de control de decision se toma en el carril equivocado,flujo,0
la distribucion de carriles se encuentra ordenada el nombre del diagrama no se encuentra especificado,distribucion,1
el nodo inicial y final se encuentran mal ubicado sin embargo si estan ubicado y eso ayuda el comprendimiento del diagrama,nodo,1
los flujo base y alterno se encuentran de manera correcta ambos tiene sus funcionalidad bien definida,flujo,2
el diagrama posee flujo de control y control de decision y se encuentran bien realizados,diagrama,2
no cuenta con nombre el diagrama pero la distribucion de carriles es ordenada,nombre,1
ambos nodos son usados correctamente en el diagrama,diagrama,2
el flujo alterno no esta bien especificado pero el fujo base esta correcto,flujo,1
el flujo de control y el control de decision se incluye donde se requiere y de manera correcta,flujo,2
la distribucion de los carriles esta entendible pero no se comprende exactamente que se desea realizar dentro de los carriles,distribucion,1
los nodos inicial y final estan correctamente incluidos en el diagrama en donde se puede observar exitosamente el inicio y el final,diagrama,2
no existe un flujo base porque no se comprende que se desea realizar con los objeto de cada carril con respecto al caso de uso la funcionalidad del diagrama esta mal estructurado,flujo,0
existe un control de decision pero no esta especificado para que sirve,control,1
el nombre del proceso al cual se le realiza el diagrama no esta estipulado previamente,nombre,0
el nodo inicial y final estan presentes en el diagrama sin embargo se encuentran ubicados de forma erronea,nodo,1
flujo base y flujo alterno presente el flujo base esta presente en el diagrama  sin embargo el flujo alterno esta erroneo ya que no esta finalizando el proceso y esta retornando a registrar reserva,base,0
flujo de control y control de decision correcto lineas correctamente direccionadas  pero ya que existe un error anterior en el cual el flujo alterno retorna al principio y no finaliza el proceso no cumple con la calificacion maxima en este parametro,control,1
el diagrama no presenta nombre del proceso que realiza la distribucion de los carriles es muy adecuada,diagrama,1
el nodo de inicio y el nodo fin estan incluidos adecuadamente indica donde empieza y donde termina el proceso de forma clara,nodo,2
los flujos base y alternos son representados de forma poco adecuado faltan mensajes de control que permitan saber no especificaron cono funcionan los flujos alternos actividad que se realiza,base,0
los flujos de control y de decision son adecuados no muestra mensajes que demuestren funcionalidad,flujos,1
el diagrama de actividades no cuenta con un nombre que lo identifique la distribucion de los carriles esta divida en dos partes y esta ordenada,diagrama,1
ambos nodos inicial y final se encuentran debidamente colocados en el diagrama por lo que se evidencia claramente donde inicia y donde terminan los procesos,final,2
falta que el sistema retorne el formulario de reserva faltan mostrar mensajes de informacion para el cliente falta el mensaje de que la reserva se ha realizado correctamente,sistema,0
el control de decision no especifica cual opcion es si y cual opcion es no faltan flujos de decision y de control que validen otras acciones del sistema,control,0
el diagrama consta con la distribucion correcta de los dos carriles del cliente y del sistema sin embargo no posee un nombre,diagrama,1
los nodos no estan bien ubicados,nodos,0
el flujo alterno no muestra una notificacion de rechazo manda a llenar el formulario de nuevo,flujo,0
el diagrama posee los flujos de control y de decision manera correcta,diagrama,2
el nombre del diagrama es correcto pero no contiene el nombre del proceso la distribucion de los carriles si es ordenada,nombre,1
los nodos se encuentran correctamente especificados en ambos puntos,nodos,2
las actividades son correctas pero en el diagrama de casos de uso se especifican distintas funcionalidades,actividades,1
los flujos de control y decision estan especificados correctamente en el lugar que corresponde,flujos,2
el nombre del diagrama es medianamente adecuado,nombre,1
el nodo inicial y nodo final es incluido correctamente en el diagrama lo que permite saber donde inician y donde termina los procesos,nodo,2
el flujo base y flujo alterno no estan adecuado junto a las funcionalidades descritas es las especificaciones del caso de uso,flujo,0
el flujo de control y control de decision se incluye donde se requiere pero no esta adecuado,flujo,1
nombres acertado y la informacion que se da en los carriles esta adecuada y se da a entender muy bien,nombres,2
el inicio y el final estan muy bien relacionados,inicio,2
